sku,zone_id,volume_m3,priority,near_loading_dock,distance,scenario
ITM0306,ZONE-H,0.5366816,0.0,True,1,C100_D80
ITM0307,ZONE-H,0.0898304,0.0,True,1,C100_D80
ITM0308,ZONE-C,0.054144000000000005,58.0,True,1,C100_D80
ITM0309,ZONE-C,0.4590432,226.0,True,1,C100_D80
ITM0310,ZONE-J,0.08184960000000001,79.0,True,1,C100_D80
ITM0311,ZONE-H,0.0228,13.0,True,1,C100_D80
ITM0312,ZONE-J,0.7528752000000001,35.0,True,1,C100_D80
ITM0313,ZONE-C,0.0966168,53.0,True,1,C100_D80
ITM0314,ZONE-A,0.09606400000000001,0.0,False,10,C100_D80
ITM0315,ZONE-D,0.10819200000000001,0.0,True,1,C100_D80
ITM0316,ZONE-B,0.23349600000000004,0.0,True,1,C100_D80
ITM0317,ZONE-J,0.0229824,68.0,True,1,C100_D80
ITM0318,ZONE-H,0.0560032,65.0,True,1,C100_D80
ITM0319,ZONE-D,0.055352000000000005,1.0,True,1,C100_D80
ITM0320,ZONE-H,0.309504,28.0,True,1,C100_D80
ITM0321,ZONE-H,0.0676992,0.0,True,1,C100_D80
ITM0322,ZONE-E,0.054000000000000006,0.0,False,10,C100_D80
ITM0323,ZONE-C,0.0450016,224.0,True,1,C100_D80
ITM0324,ZONE-C,0.12221280000000001,54.0,True,1,C100_D80
ITM0325,ZONE-I,0.11132800000000001,0.0,False,10,C100_D80
ITM0326,ZONE-D,0.0427728,0.0,True,1,C100_D80
ITM0327,ZONE-B,0.0846336,43.0,True,1,C100_D80
ITM0328,ZONE-J,0.059488,77.0,True,1,C100_D80
ITM0329,ZONE-A,0.10180240000000002,0.0,False,10,C100_D80
ITM0330,ZONE-D,0.10478160000000002,14.0,True,1,C100_D80
ITM0331,ZONE-H,0.088064,0.0,True,1,C100_D80
ITM0332,ZONE-H,0.22317120000000001,28.0,True,1,C100_D80
ITM0333,ZONE-A,0.035496,0.0,False,10,C100_D80
ITM0334,ZONE-D,0.4379744,9.0,True,1,C100_D80
ITM0335,ZONE-J,0.14616,0.0,True,1,C100_D80
ITM0336,ZONE-H,0.38376800000000005,0.0,True,1,C100_D80
ITM0337,ZONE-H,0.021873600000000003,25.0,True,1,C100_D80
ITM0338,ZONE-A,0.0254592,0.0,False,10,C100_D80
ITM0339,ZONE-H,0.4755648,0.0,True,1,C100_D80
ITM0340,ZONE-A,0.15002400000000002,0.0,False,10,C100_D80
ITM0341,ZONE-H,0.17172,0.0,True,1,C100_D80
ITM0342,ZONE-H,0.04113120000000001,6.0,True,1,C100_D80
ITM0343,ZONE-D,0.19440000000000002,91.0,True,1,C100_D80
ITM0344,ZONE-H,0.34064800000000006,60.0,True,1,C100_D80
ITM0345,ZONE-H,0.05505600000000001,40.0,True,1,C100_D80
ITM0346,ZONE-A,0.058548,0.0,False,10,C100_D80
ITM0347,ZONE-H,0.09400320000000001,18.0,True,1,C100_D80
ITM0348,ZONE-C,0.012700800000000002,0.0,True,1,C100_D80
ITM0349,ZONE-H,0.029478400000000002,83.0,True,1,C100_D80
ITM0350,ZONE-H,0.0849528,14.0,True,1,C100_D80
ITM0351,ZONE-G,0.017664,0.0,False,10,C100_D80
ITM0352,ZONE-D,0.0216832,84.0,True,1,C100_D80
ITM0353,ZONE-C,0.06868800000000001,26.0,True,1,C100_D80
ITM0354,ZONE-B,0.0218688,69.0,True,1,C100_D80
ITM0355,ZONE-A,0.09152,0.0,False,10,C100_D80
ITM0356,ZONE-I,0.023347200000000002,0.0,False,10,C100_D80
ITM0357,ZONE-H,0.12533760000000002,0.0,True,1,C100_D80
ITM0358,ZONE-C,0.1008672,50.0,True,1,C100_D80
ITM0359,ZONE-B,0.17138,3.0,True,1,C100_D80
ITM0360,ZONE-D,0.0799552,0.0,True,1,C100_D80
ITM0361,ZONE-G,0.091728,0.0,False,10,C100_D80
ITM0362,ZONE-H,0.0380928,60.0,True,1,C100_D80
ITM0363,ZONE-I,0.10822400000000001,0.0,False,10,C100_D80
ITM0364,ZONE-H,0.08968960000000001,89.0,True,1,C100_D80
ITM0365,ZONE-H,0.019219200000000002,0.0,True,1,C100_D80
ITM0366,ZONE-D,0.0260304,55.0,True,1,C100_D80
ITM0367,ZONE-B,0.117648,77.0,True,1,C100_D80
ITM0368,ZONE-H,0.1326528,69.0,True,1,C100_D80
ITM0369,ZONE-H,0.20275200000000002,12.0,True,1,C100_D80
ITM0370,ZONE-H,0.08784,43.0,True,1,C100_D80
ITM0371,ZONE-H,0.0487872,69.0,True,1,C100_D80
ITM0372,ZONE-D,0.07788,0.0,True,1,C100_D80
ITM0373,ZONE-J,0.055756799999999995,0.0,True,1,C100_D80
ITM0374,ZONE-H,0.063232,71.0,True,1,C100_D80
ITM0375,ZONE-G,0.1499232,0.0,False,10,C100_D80
ITM0376,ZONE-H,0.1330936,75.0,True,1,C100_D80
ITM0377,ZONE-C,0.5806032,31.0,True,1,C100_D80
ITM0378,ZONE-H,0.0840224,0.0,True,1,C100_D80
ITM0379,ZONE-A,0.2004704,0.0,False,10,C100_D80
ITM0380,ZONE-H,0.12188159999999999,0.0,True,1,C100_D80
ITM0381,ZONE-G,0.08299200000000001,0.0,False,10,C100_D80
ITM0382,ZONE-H,0.15392,0.0,True,1,C100_D80
ITM0383,ZONE-H,0.035059200000000006,36.0,True,1,C100_D80
ITM0384,ZONE-G,0.0705024,0.0,False,10,C100_D80
ITM0385,ZONE-J,0.020720000000000002,0.0,True,1,C100_D80
ITM0386,ZONE-B,0.079488,210.0,True,1,C100_D80
ITM0387,ZONE-J,0.1043328,21.0,True,1,C100_D80
ITM0388,ZONE-H,0.038750400000000004,26.0,True,1,C100_D80
ITM0389,ZONE-A,0.0130944,0.0,False,10,C100_D80
ITM0390,ZONE-B,0.1214752,96.0,True,1,C100_D80
ITM0391,ZONE-B,0.0339184,7.0,True,1,C100_D80
ITM0392,ZONE-D,0.0536536,0.0,True,1,C100_D80
ITM0393,ZONE-I,0.14454,0.0,False,10,C100_D80
ITM0394,ZONE-H,0.1651104,42.0,True,1,C100_D80
ITM0395,ZONE-D,0.014112,0.0,True,1,C100_D80
ITM0396,ZONE-D,0.0055552,0.0,True,1,C100_D80
ITM0397,ZONE-H,0.0207168,93.0,True,1,C100_D80
ITM0398,ZONE-C,0.05399040000000001,30.0,True,1,C100_D80
ITM0399,ZONE-G,0.0169312,0.0,False,10,C100_D80
ITM0400,ZONE-H,0.07241600000000001,0.0,True,1,C100_D80
ITM0401,ZONE-G,0.620928,0.0,False,10,C100_D80
ITM0402,ZONE-D,0.09959040000000001,0.0,True,1,C100_D80
ITM0403,ZONE-H,0.09204000000000001,33.0,True,1,C100_D80
ITM0404,ZONE-H,0.051612000000000005,88.0,True,1,C100_D80
ITM0405,ZONE-H,0.14716800000000002,54.0,True,1,C100_D80
ITM0406,ZONE-G,0.17136,0.0,False,10,C100_D80
ITM0407,ZONE-H,0.0988,48.0,True,1,C100_D80
ITM0408,ZONE-H,0.06732,59.0,True,1,C100_D80
ITM0409,ZONE-H,0.060264,98.0,True,1,C100_D80
ITM0410,ZONE-C,0.16909200000000002,88.0,True,1,C100_D80
ITM0411,ZONE-J,0.10336000000000001,0.0,True,1,C100_D80
ITM0412,ZONE-H,0.0798336,57.0,True,1,C100_D80
ITM0413,ZONE-D,0.020368,230.0,True,1,C100_D80
ITM0414,ZONE-B,0.053424000000000006,6.0,True,1,C100_D80
ITM0415,ZONE-C,0.0381024,6.0,True,1,C100_D80
ITM0416,ZONE-E,0.060480000000000006,0.0,False,10,C100_D80
ITM0417,ZONE-B,0.1347456,30.0,True,1,C100_D80
ITM0418,ZONE-I,0.0233864,0.0,False,10,C100_D80
ITM0419,ZONE-H,0.06192,41.0,True,1,C100_D80
ITM0420,ZONE-C,0.395808,0.0,True,1,C100_D80
ITM0421,ZONE-C,0.0279792,14.0,True,1,C100_D80
ITM0422,ZONE-D,0.225792,8.0,True,1,C100_D80
ITM0423,ZONE-J,0.0126,0.0,True,1,C100_D80
ITM0424,ZONE-C,0.083424,65.0,True,1,C100_D80
ITM0425,ZONE-H,0.037544,64.0,True,1,C100_D80
ITM0426,ZONE-H,0.0928096,0.0,True,1,C100_D80
ITM0427,ZONE-A,0.24602400000000002,0.0,False,10,C100_D80
ITM0428,ZONE-J,0.0185328,6.0,True,1,C100_D80
ITM0429,ZONE-B,0.0164736,3.0,True,1,C100_D80
ITM0430,ZONE-C,0.0495552,0.0,True,1,C100_D80
ITM0431,ZONE-J,0.0335008,184.0,True,1,C100_D80
ITM0432,ZONE-B,0.035112,41.0,True,1,C100_D80
ITM0433,ZONE-B,0.10819200000000001,99.0,True,1,C100_D80
ITM0434,ZONE-B,0.11617759999999999,78.0,True,1,C100_D80
ITM0435,ZONE-D,0.0488048,68.0,True,1,C100_D80
ITM0436,ZONE-H,0.0931392,0.0,True,1,C100_D80
ITM0437,ZONE-H,0.05846400000000001,0.0,True,1,C100_D80
ITM0438,ZONE-J,0.4260888,123.0,True,1,C100_D80
ITM0439,ZONE-H,0.0559488,56.0,True,1,C100_D80
ITM0440,ZONE-C,0.30676800000000004,0.0,True,1,C100_D80
ITM0441,ZONE-H,0.0366912,0.0,True,1,C100_D80
ITM0442,ZONE-B,0.1132704,21.0,True,1,C100_D80
ITM0443,ZONE-H,0.133056,0.0,True,1,C100_D80
ITM0444,ZONE-D,0.12636,0.0,True,1,C100_D80
ITM0445,ZONE-H,0.057768,43.0,True,1,C100_D80
ITM0446,ZONE-H,0.07454720000000001,0.0,True,1,C100_D80
ITM0447,ZONE-H,0.444288,78.0,True,1,C100_D80
ITM0448,ZONE-I,0.039603200000000005,0.0,False,10,C100_D80
ITM0449,ZONE-H,0.09924960000000001,0.0,True,1,C100_D80
ITM0450,ZONE-J,0.006048,0.0,True,1,C100_D80
ITM0451,ZONE-A,0.065184,0.0,False,10,C100_D80
ITM0452,ZONE-H,0.422928,35.0,True,1,C100_D80
ITM0453,ZONE-D,0.12960480000000002,0.0,True,1,C100_D80
ITM0454,ZONE-D,0.035020800000000005,0.0,True,1,C100_D80
ITM0455,ZONE-H,0.004784,6.0,True,1,C100_D80
ITM0456,ZONE-A,0.0424512,0.0,False,10,C100_D80
ITM0457,ZONE-D,0.0711392,0.0,True,1,C100_D80
ITM0458,ZONE-H,0.059904000000000006,0.0,True,1,C100_D80
ITM0459,ZONE-B,0.1283464,42.0,True,1,C100_D80
ITM0460,ZONE-D,0.03136,44.0,True,1,C100_D80
ITM0461,ZONE-D,0.026751999999999998,74.0,True,1,C100_D80
ITM0462,ZONE-A,0.33042720000000003,0.0,False,10,C100_D80
ITM0463,ZONE-C,0.16328160000000003,33.0,True,1,C100_D80
ITM0464,ZONE-H,0.06357120000000001,0.0,True,1,C100_D80
ITM0465,ZONE-H,0.0643104,0.0,True,1,C100_D80
ITM0466,ZONE-I,0.0528768,0.0,False,10,C100_D80
ITM0467,ZONE-B,0.0194304,0.0,True,1,C100_D80
ITM0468,ZONE-C,0.1611256,31.0,True,1,C100_D80
ITM0469,ZONE-A,0.0418176,0.0,False,10,C100_D80
ITM0470,ZONE-I,0.088128,0.0,False,10,C100_D80
ITM0471,ZONE-B,0.20236320000000002,44.0,True,1,C100_D80
ITM0472,ZONE-A,0.079596,0.0,False,10,C100_D80
ITM0473,ZONE-J,0.23833600000000002,0.0,True,1,C100_D80
ITM0474,ZONE-H,0.0774384,0.0,True,1,C100_D80
ITM0475,ZONE-H,0.0666624,11.0,True,1,C100_D80
ITM0476,ZONE-I,0.03876,0.0,False,10,C100_D80
ITM0477,ZONE-B,0.3193344,0.0,True,1,C100_D80
ITM0478,ZONE-D,0.06082560000000001,0.0,True,1,C100_D80
ITM0479,ZONE-H,0.19430400000000003,0.0,True,1,C100_D80
ITM0480,ZONE-H,0.070092,0.0,True,1,C100_D80
ITM0481,ZONE-I,0.129024,0.0,False,10,C100_D80
ITM0482,ZONE-I,0.0413952,0.0,False,10,C100_D80
ITM0483,ZONE-H,0.48565440000000004,0.0,True,1,C100_D80
ITM0484,ZONE-J,0.1427184,173.0,True,1,C100_D80
ITM0485,ZONE-H,0.1098144,50.0,True,1,C100_D80
ITM0486,ZONE-D,0.0532224,18.0,True,1,C100_D80
ITM0487,ZONE-J,0.064584,22.0,True,1,C100_D80
ITM0488,ZONE-D,0.034128,0.0,True,1,C100_D80
ITM0489,ZONE-H,0.0036192000000000004,0.0,True,1,C100_D80
ITM0490,ZONE-J,0.104632,0.0,True,1,C100_D80
ITM0491,ZONE-H,0.0182784,0.0,True,1,C100_D80
ITM0492,ZONE-H,0.0515712,0.0,True,1,C100_D80
ITM0493,ZONE-D,0.27492,0.0,True,1,C100_D80
ITM0494,ZONE-J,0.275968,22.0,True,1,C100_D80
ITM0495,ZONE-H,0.039811200000000005,0.0,True,1,C100_D80
ITM0496,ZONE-H,0.36247680000000004,0.0,True,1,C100_D80
ITM0497,ZONE-E,0.017884800000000003,0.0,False,10,C100_D80
ITM0498,ZONE-H,0.0409464,73.0,True,1,C100_D80
ITM0499,ZONE-B,0.07866000000000001,23.0,True,1,C100_D80
ITM0000,ZONE-H,0.027048,0.0,True,1,C100_D100
ITM0001,ZONE-H,0.17172,0.0,True,1,C100_D100
ITM0002,ZONE-A,0.12996,0.0,False,10,C100_D100
ITM0003,ZONE-G,0.031119,0.0,False,10,C100_D100
ITM0004,ZONE-B,0.26481,20.0,True,1,C100_D100
ITM0005,ZONE-H,0.015147,0.0,True,1,C100_D100
ITM0006,ZONE-G,0.0162,0.0,False,10,C100_D100
ITM0007,ZONE-H,0.241192,98.0,True,1,C100_D100
ITM0008,ZONE-C,0.509808,0.0,True,1,C100_D100
ITM0009,ZONE-H,0.13833,0.0,True,1,C100_D100
ITM0010,ZONE-H,0.10854,0.0,True,1,C100_D100
ITM0011,ZONE-J,0.00396,0.0,True,1,C100_D100
ITM0012,ZONE-C,0.19494,44.0,True,1,C100_D100
ITM0013,ZONE-A,0.553632,0.0,False,10,C100_D100
ITM0014,ZONE-H,0.021021,0.0,True,1,C100_D100
ITM0015,ZONE-H,0.130848,0.0,True,1,C100_D100
ITM0016,ZONE-H,0.030421999999999998,0.0,True,1,C100_D100
ITM0017,ZONE-D,0.01012,86.0,True,1,C100_D100
ITM0018,ZONE-J,0.22842,42.0,True,1,C100_D100
ITM0019,ZONE-H,0.077616,87.0,True,1,C100_D100
ITM0020,ZONE-B,0.249984,0.0,True,1,C100_D100
ITM0021,ZONE-C,0.10335,91.0,True,1,C100_D100
ITM0022,ZONE-J,0.027455,0.0,True,1,C100_D100
ITM0023,ZONE-J,0.02046,0.0,True,1,C100_D100
ITM0024,ZONE-H,0.45314999999999994,136.0,True,1,C100_D100
ITM0025,ZONE-G,0.33366,0.0,False,10,C100_D100
ITM0026,ZONE-H,0.170235,0.0,True,1,C100_D100
ITM0027,ZONE-J,0.2652,64.0,True,1,C100_D100
ITM0028,ZONE-B,0.214656,15.0,True,1,C100_D100
ITM0029,ZONE-B,0.306,179.0,True,1,C100_D100
ITM0030,ZONE-J,0.2772,0.0,True,1,C100_D100
ITM0031,ZONE-H,0.060352,0.0,True,1,C100_D100
ITM0032,ZONE-H,0.140976,0.0,True,1,C100_D100
ITM0033,ZONE-C,0.309631,44.0,True,1,C100_D100
ITM0034,ZONE-D,0.184275,0.0,True,1,C100_D100
ITM0035,ZONE-C,0.20672,0.0,True,1,C100_D100
ITM0036,ZONE-J,0.05945,0.0,True,1,C100_D100
ITM0037,ZONE-H,0.027341999999999998,109.0,True,1,C100_D100
ITM0038,ZONE-J,0.028054,0.0,True,1,C100_D100
ITM0039,ZONE-H,0.042875,10.0,True,1,C100_D100
ITM0040,ZONE-D,0.057687,0.0,True,1,C100_D100
ITM0041,ZONE-G,0.007106,0.0,False,10,C100_D100
ITM0042,ZONE-H,0.374976,0.0,True,1,C100_D100
ITM0043,ZONE-G,0.047472,0.0,False,10,C100_D100
ITM0044,ZONE-C,0.0819,17.0,True,1,C100_D100
ITM0045,ZONE-H,0.129402,0.0,True,1,C100_D100
ITM0046,ZONE-H,0.074304,0.0,True,1,C100_D100
ITM0047,ZONE-C,0.04606,94.0,True,1,C100_D100
ITM0048,ZONE-B,0.147033,45.0,True,1,C100_D100
ITM0049,ZONE-B,0.2775,32.0,True,1,C100_D100
ITM0050,ZONE-C,0.086151,0.0,True,1,C100_D100
ITM0051,ZONE-H,0.12771,0.0,True,1,C100_D100
ITM0052,ZONE-H,0.13299,0.0,True,1,C100_D100
ITM0053,ZONE-C,0.087216,12.0,True,1,C100_D100
ITM0054,ZONE-D,0.055862,45.0,True,1,C100_D100
ITM0055,ZONE-J,0.44863,61.0,True,1,C100_D100
ITM0056,ZONE-H,0.653184,0.0,True,1,C100_D100
ITM0057,ZONE-B,0.27265,110.0,True,1,C100_D100
ITM0058,ZONE-A,0.300048,0.0,False,10,C100_D100
ITM0059,ZONE-H,0.0135,118.0,True,1,C100_D100
ITM0060,ZONE-I,0.10098,0.0,False,10,C100_D100
ITM0061,ZONE-J,0.0282,95.0,True,1,C100_D100
ITM0062,ZONE-D,0.02829,0.0,True,1,C100_D100
ITM0063,ZONE-H,0.090405,151.0,True,1,C100_D100
ITM0064,ZONE-D,0.0336,0.0,True,1,C100_D100
ITM0065,ZONE-H,0.39525,16.0,True,1,C100_D100
ITM0066,ZONE-H,0.12784,0.0,True,1,C100_D100
ITM0067,ZONE-C,0.016929,43.0,True,1,C100_D100
ITM0068,ZONE-D,0.261252,70.0,True,1,C100_D100
ITM0069,ZONE-H,0.136604,90.0,True,1,C100_D100
ITM0070,ZONE-I,0.27342,0.0,False,10,C100_D100
ITM0071,ZONE-D,0.507224,138.0,True,1,C100_D100
ITM0072,ZONE-A,0.069296,0.0,False,10,C100_D100
ITM0073,ZONE-D,0.32802,0.0,True,1,C100_D100
ITM0074,ZONE-B,0.217248,57.0,True,1,C100_D100
ITM0075,ZONE-H,0.034265,167.0,True,1,C100_D100
ITM0076,ZONE-J,0.063063,75.0,True,1,C100_D100
ITM0077,ZONE-H,0.10101,0.0,True,1,C100_D100
ITM0078,ZONE-J,0.25728,45.0,True,1,C100_D100
ITM0079,ZONE-H,0.02883,0.0,True,1,C100_D100
ITM0080,ZONE-J,0.0693,0.0,True,1,C100_D100
ITM0081,ZONE-J,0.01302,0.0,True,1,C100_D100
ITM0082,ZONE-J,0.0988,119.0,True,1,C100_D100
ITM0083,ZONE-J,0.04968,78.0,True,1,C100_D100
ITM0084,ZONE-I,0.043699999999999996,0.0,False,10,C100_D100
ITM0085,ZONE-D,0.284004,92.0,True,1,C100_D100
ITM0086,ZONE-D,0.03822,16.0,True,1,C100_D100
ITM0087,ZONE-I,0.05481,0.0,False,10,C100_D100
ITM0088,ZONE-D,0.332928,86.0,True,1,C100_D100
ITM0089,ZONE-H,0.047376,0.0,True,1,C100_D100
ITM0090,ZONE-B,0.126126,88.0,True,1,C100_D100
ITM0091,ZONE-D,0.11750399999999998,0.0,True,1,C100_D100
ITM0092,ZONE-C,0.078408,88.0,True,1,C100_D100
ITM0093,ZONE-D,0.033852,83.0,True,1,C100_D100
ITM0094,ZONE-J,0.484224,13.0,True,1,C100_D100
ITM0095,ZONE-H,0.13689,36.0,True,1,C100_D100
ITM0096,ZONE-H,0.062118,0.0,True,1,C100_D100
ITM0097,ZONE-A,0.04185,0.0,False,10,C100_D100
ITM0098,ZONE-H,0.141056,0.0,True,1,C100_D100
ITM0099,ZONE-H,0.335708,0.0,True,1,C100_D100
ITM0100,ZONE-G,0.0864,0.0,False,10,C100_D100
ITM0101,ZONE-H,0.229543,0.0,True,1,C100_D100
ITM0102,ZONE-D,0.171626,0.0,True,1,C100_D100
ITM0103,ZONE-B,0.22673,92.0,True,1,C100_D100
ITM0104,ZONE-B,0.0486,0.0,True,1,C100_D100
ITM0105,ZONE-D,0.22632,86.0,True,1,C100_D100
ITM0106,ZONE-H,0.111848,83.0,True,1,C100_D100
ITM0107,ZONE-C,0.16905,82.0,True,1,C100_D100
ITM0108,ZONE-A,0.01859,0.0,False,10,C100_D100
ITM0109,ZONE-J,0.02992,0.0,True,1,C100_D100
ITM0110,ZONE-D,0.107016,0.0,True,1,C100_D100
ITM0111,ZONE-H,0.22532999999999997,6.0,True,1,C100_D100
ITM0112,ZONE-A,0.125164,0.0,False,10,C100_D100
ITM0113,ZONE-H,0.204204,0.0,True,1,C100_D100
ITM0114,ZONE-H,0.04522,0.0,True,1,C100_D100
ITM0115,ZONE-I,0.102816,0.0,False,10,C100_D100
ITM0116,ZONE-G,0.2376,0.0,False,10,C100_D100
ITM0117,ZONE-C,0.035904,49.0,True,1,C100_D100
ITM0118,ZONE-G,0.053424,0.0,False,10,C100_D100
ITM0119,ZONE-D,0.2142,0.0,True,1,C100_D100
ITM0120,ZONE-J,0.05481,0.0,True,1,C100_D100
ITM0121,ZONE-D,0.060536,92.0,True,1,C100_D100
ITM0122,ZONE-J,0.15688,57.0,True,1,C100_D100
ITM0123,ZONE-D,0.405484,0.0,True,1,C100_D100
ITM0124,ZONE-C,0.25578,179.0,True,1,C100_D100
ITM0125,ZONE-H,0.14091,0.0,True,1,C100_D100
ITM0126,ZONE-C,0.009048,35.0,True,1,C100_D100
ITM0127,ZONE-H,0.1909,0.0,True,1,C100_D100
ITM0128,ZONE-D,0.01287,3.0,True,1,C100_D100
ITM0129,ZONE-H,0.063104,0.0,True,1,C100_D100
ITM0130,ZONE-A,0.085008,0.0,False,10,C100_D100
ITM0131,ZONE-C,0.011781,68.0,True,1,C100_D100
ITM0132,ZONE-H,0.12567,99.0,True,1,C100_D100
ITM0133,ZONE-J,0.397474,0.0,True,1,C100_D100
ITM0134,ZONE-D,0.19788,0.0,True,1,C100_D100
ITM0135,ZONE-B,0.36432,140.0,True,1,C100_D100
ITM0136,ZONE-H,0.098175,61.0,True,1,C100_D100
ITM0137,ZONE-J,0.14256,87.0,True,1,C100_D100
ITM0138,ZONE-D,0.26703,62.0,True,1,C100_D100
ITM0139,ZONE-G,0.09071999999999998,0.0,False,10,C100_D100
ITM0140,ZONE-D,0.054735,19.0,True,1,C100_D100
ITM0141,ZONE-H,0.083424,0.0,True,1,C100_D100
ITM0142,ZONE-A,0.16524,0.0,False,10,C100_D100
ITM0143,ZONE-G,0.198186,0.0,False,10,C100_D100
ITM0144,ZONE-H,0.055419,0.0,True,1,C100_D100
ITM0145,ZONE-C,0.031752,76.0,True,1,C100_D100
ITM0146,ZONE-D,0.039123,66.0,True,1,C100_D100
ITM0147,ZONE-J,0.084672,56.0,True,1,C100_D100
ITM0148,ZONE-H,0.030599999999999995,0.0,True,1,C100_D100
ITM0149,ZONE-I,0.03444,0.0,False,10,C100_D100
ITM0150,ZONE-H,0.0637,0.0,True,1,C100_D100
ITM0151,ZONE-H,0.010472,0.0,True,1,C100_D100
ITM0152,ZONE-J,0.271584,0.0,True,1,C100_D100
ITM0153,ZONE-H,0.031008,0.0,True,1,C100_D100
ITM0154,ZONE-I,0.1219,0.0,False,10,C100_D100
ITM0155,ZONE-A,0.0736,0.0,False,10,C100_D100
ITM0156,ZONE-G,0.031668,0.0,False,10,C100_D100
ITM0157,ZONE-H,0.032384,0.0,True,1,C100_D100
ITM0158,ZONE-D,0.06923,49.0,True,1,C100_D100
ITM0159,ZONE-I,0.139308,0.0,False,10,C100_D100
ITM0160,ZONE-C,0.43757,84.0,True,1,C100_D100
ITM0161,ZONE-C,0.0088,0.0,True,1,C100_D100
ITM0162,ZONE-D,0.03266,8.0,True,1,C100_D100
ITM0163,ZONE-H,0.358248,23.0,True,1,C100_D100
ITM0164,ZONE-C,0.01472,101.0,True,1,C100_D100
ITM0165,ZONE-H,0.11465999999999998,0.0,True,1,C100_D100
ITM0166,ZONE-H,0.466488,0.0,True,1,C100_D100
ITM0167,ZONE-A,0.073062,0.0,False,10,C100_D100
ITM0168,ZONE-H,0.515712,0.0,True,1,C100_D100
ITM0169,ZONE-H,0.229632,0.0,True,1,C100_D100
ITM0170,ZONE-J,0.160524,68.0,True,1,C100_D100
ITM0171,ZONE-H,0.05328,0.0,True,1,C100_D100
ITM0172,ZONE-D,0.16604999999999998,85.0,True,1,C100_D100
ITM0173,ZONE-G,0.110704,0.0,False,10,C100_D100
ITM0174,ZONE-G,0.025844,0.0,False,10,C100_D100
ITM0175,ZONE-D,0.027232,24.0,True,1,C100_D100
ITM0176,ZONE-G,0.17444,0.0,False,10,C100_D100
ITM0177,ZONE-H,0.070125,0.0,True,1,C100_D100
ITM0178,ZONE-H,0.058305,0.0,True,1,C100_D100
ITM0179,ZONE-H,0.03159,0.0,True,1,C100_D100
ITM0180,ZONE-B,0.031752,78.0,True,1,C100_D100
ITM0181,ZONE-H,0.038272,40.0,True,1,C100_D100
ITM0182,ZONE-C,0.177632,67.0,True,1,C100_D100
ITM0183,ZONE-H,0.11956,0.0,True,1,C100_D100
ITM0184,ZONE-I,0.08909999999999998,0.0,False,10,C100_D100
ITM0185,ZONE-A,0.057152,0.0,False,10,C100_D100
ITM0186,ZONE-C,0.430464,177.0,True,1,C100_D100
ITM0187,ZONE-H,0.079488,0.0,True,1,C100_D100
ITM0188,ZONE-B,0.153792,121.0,True,1,C100_D100
ITM0189,ZONE-B,0.076609,84.0,True,1,C100_D100
ITM0190,ZONE-D,0.02888,0.0,True,1,C100_D100
ITM0191,ZONE-D,0.10404,46.0,True,1,C100_D100
ITM0192,ZONE-H,0.0209,84.0,True,1,C100_D100
ITM0193,ZONE-I,0.029302,0.0,False,10,C100_D100
ITM0194,ZONE-H,0.09744,0.0,True,1,C100_D100
ITM0195,ZONE-H,0.040375,0.0,True,1,C100_D100
ITM0196,ZONE-H,0.037128,24.0,True,1,C100_D100
ITM0197,ZONE-B,0.408,0.0,True,1,C100_D100
ITM0198,ZONE-D,0.00704,0.0,True,1,C100_D100
ITM0199,ZONE-H,0.238986,84.0,True,1,C100_D100
ITM0200,ZONE-D,0.09417,0.0,True,1,C100_D100
ITM0201,ZONE-H,0.319176,44.0,True,1,C100_D100
ITM0202,ZONE-J,0.02442,0.0,True,1,C100_D100
ITM0203,ZONE-J,0.019228,0.0,True,1,C100_D100
ITM0204,ZONE-H,0.145152,0.0,True,1,C100_D100
ITM0205,ZONE-B,0.233495,39.0,True,1,C100_D100
ITM0206,ZONE-D,0.105984,116.0,True,1,C100_D100
ITM0207,ZONE-A,0.04466,0.0,False,10,C100_D100
ITM0208,ZONE-C,0.149036,62.0,True,1,C100_D100
ITM0209,ZONE-H,0.10153,0.0,True,1,C100_D100
ITM0210,ZONE-H,0.246938,0.0,True,1,C100_D100
ITM0211,ZONE-H,0.574992,0.0,True,1,C100_D100
ITM0212,ZONE-J,0.03525,79.0,True,1,C100_D100
ITM0213,ZONE-H,0.2821,38.0,True,1,C100_D100
ITM0214,ZONE-H,0.050141,66.0,True,1,C100_D100
ITM0215,ZONE-D,0.183222,0.0,True,1,C100_D100
ITM0216,ZONE-J,0.015334,0.0,True,1,C100_D100
ITM0217,ZONE-H,0.34317,0.0,True,1,C100_D100
ITM0218,ZONE-H,0.05796,0.0,True,1,C100_D100
ITM0219,ZONE-H,0.148074,51.0,True,1,C100_D100
ITM0220,ZONE-H,0.0406,77.0,True,1,C100_D100
ITM0221,ZONE-B,0.032832,60.0,True,1,C100_D100
ITM0222,ZONE-B,0.0162,15.0,True,1,C100_D100
ITM0223,ZONE-H,0.061732,38.0,True,1,C100_D100
ITM0224,ZONE-B,0.197184,61.0,True,1,C100_D100
ITM0225,ZONE-J,0.18326,0.0,True,1,C100_D100
ITM0226,ZONE-B,0.162162,56.0,True,1,C100_D100
ITM0227,ZONE-B,0.128226,0.0,True,1,C100_D100
ITM0228,ZONE-H,0.16836,79.0,True,1,C100_D100
ITM0229,ZONE-G,0.269178,0.0,False,10,C100_D100
