movement_id,item_id,zone_id,movement_type,timestamp
MOV000900,ITM0493,ZONE-D,Reposition,2025-05-18
MOV000901,ITM0290,ZONE-B,Restock,2024-08-07
MOV000902,ITM0106,ZONE-J,Retrieval,2024-06-08
MOV000903,ITM0127,ZONE-G,Restock,2024-03-16
MOV000904,ITM0194,ZONE-D,Reposition,2024-02-01
MOV000905,ITM0338,ZONE-F,Reposition,2024-11-29
MOV000906,ITM0393,ZONE-C,Retrieval,2025-06-08
MOV000907,ITM0474,ZONE-G,Reposition,2025-03-15
MOV000908,ITM0142,ZONE-F,Restock,2024-12-17
MOV000909,ITM0394,ZONE-C,Retrieval,2024-12-04
MOV000910,ITM0110,ZONE-D,Restock,2025-02-03
MOV000911,ITM0089,ZONE-J,Restock,2025-01-30
MOV000912,ITM0250,ZONE-E,Restock,2024-07-20
MOV000913,ITM0279,ZONE-I,Reposition,2025-06-13
MOV000914,ITM0332,ZONE-F,Restock,2024-04-02
MOV000915,ITM0223,ZONE-D,Reposition,2024-12-23
MOV000916,ITM0100,ZONE-G,Restock,2025-01-30
MOV000917,ITM0131,ZONE-B,Reposition,2024-02-29
MOV000918,ITM0012,ZONE-D,Reposition,2025-04-21
MOV000919,ITM0456,ZONE-E,Reposition,2024-01-01
MOV000920,ITM0440,ZONE-D,Restock,2025-07-08
MOV000921,ITM0496,ZONE-D,Restock,2024-11-06
MOV000922,ITM0097,ZONE-I,Reposition,2024-06-16
MOV000923,ITM0119,ZONE-B,Restock,2024-07-10
MOV000924,ITM0292,ZONE-F,Reposition,2024-02-03
MOV000925,ITM0303,ZONE-H,Restock,2024-02-03
MOV000926,ITM0198,ZONE-H,Reposition,2025-02-20
MOV000927,ITM0000,ZONE-G,Reposition,2024-06-06
MOV000928,ITM0059,ZONE-J,Retrieval,2025-05-14
MOV000929,ITM0249,ZONE-D,Restock,2024-12-31
MOV000930,ITM0139,ZONE-G,Restock,2024-12-05
MOV000931,ITM0148,ZONE-J,Retrieval,2024-11-30
MOV000932,ITM0394,ZONE-F,Reposition,2024-11-22
MOV000933,ITM0043,ZONE-F,Reposition,2024-04-23
MOV000934,ITM0370,ZONE-B,Retrieval,2025-02-21
MOV000935,ITM0185,ZONE-H,Retrieval,2025-04-12
MOV000936,ITM0107,ZONE-H,Reposition,2024-05-22
MOV000937,ITM0043,ZONE-G,Restock,2024-11-04
MOV000938,ITM0077,ZONE-I,Retrieval,2025-02-04
MOV000939,ITM0225,ZONE-H,Retrieval,2024-11-15
MOV000940,ITM0161,ZONE-I,Retrieval,2024-07-30
MOV000941,ITM0280,ZONE-I,Retrieval,2024-11-12
MOV000942,ITM0252,ZONE-F,Retrieval,2024-07-03
MOV000943,ITM0131,ZONE-B,Retrieval,2024-07-23
MOV000944,ITM0447,ZONE-G,Reposition,2024-12-29
MOV000945,ITM0371,ZONE-C,Reposition,2024-08-03
MOV000946,ITM0374,ZONE-G,Retrieval,2024-09-02
MOV000947,ITM0473,ZONE-I,Reposition,2024-08-26
MOV000948,ITM0143,ZONE-J,Restock,2025-01-25
MOV000949,ITM0265,ZONE-J,Restock,2025-06-03
MOV000950,ITM0108,ZONE-B,Retrieval,2024-10-03
MOV000951,ITM0193,ZONE-F,Restock,2024-07-20
MOV000952,ITM0034,ZONE-F,Restock,2024-08-01
MOV000953,ITM0466,ZONE-I,Reposition,2025-04-22
MOV000954,ITM0389,ZONE-I,Reposition,2025-05-22
MOV000955,ITM0274,ZONE-E,Reposition,2024-03-15
MOV000956,ITM0186,ZONE-E,Reposition,2024-05-21
MOV000957,ITM0436,ZONE-I,Restock,2024-11-17
MOV000958,ITM0499,ZONE-H,Retrieval,2025-04-05
MOV000959,ITM0242,ZONE-G,Reposition,2024-05-25
MOV000960,ITM0263,ZONE-H,Restock,2024-02-23
MOV000961,ITM0461,ZONE-F,Reposition,2024-12-21
MOV000962,ITM0009,ZONE-C,Restock,2024-10-03
MOV000963,ITM0450,ZONE-G,Reposition,2025-02-03
MOV000964,ITM0165,ZONE-H,Retrieval,2025-05-30
MOV000965,ITM0028,ZONE-H,Reposition,2025-05-13
MOV000966,ITM0270,ZONE-A,Retrieval,2024-11-06
MOV000967,ITM0086,ZONE-G,Reposition,2024-09-27
MOV000968,ITM0022,ZONE-C,Reposition,2025-07-29
MOV000969,ITM0209,ZONE-B,Reposition,2025-03-24
MOV000970,ITM0045,ZONE-B,Restock,2024-04-21
MOV000971,ITM0466,ZONE-H,Restock,2024-08-26
MOV000972,ITM0027,ZONE-I,Retrieval,2024-05-23
MOV000973,ITM0025,ZONE-C,Retrieval,2025-01-08
MOV000974,ITM0265,ZONE-C,Restock,2024-01-20
MOV000975,ITM0174,ZONE-F,Retrieval,2025-07-29
MOV000976,ITM0003,ZONE-J,Retrieval,2024-10-15
MOV000977,ITM0310,ZONE-A,Restock,2024-07-15
MOV000978,ITM0321,ZONE-F,Restock,2025-01-16
MOV000979,ITM0066,ZONE-C,Restock,2025-05-06
MOV000980,ITM0134,ZONE-D,Restock,2024-06-12
MOV000981,ITM0054,ZONE-I,Reposition,2024-09-05
MOV000982,ITM0463,ZONE-C,Restock,2024-03-08
MOV000983,ITM0030,ZONE-A,Retrieval,2024-01-21
MOV000984,ITM0073,ZONE-C,Reposition,2025-05-26
MOV000985,ITM0018,ZONE-G,Reposition,2025-01-24
MOV000986,ITM0155,ZONE-G,Retrieval,2025-06-19
MOV000987,ITM0336,ZONE-E,Reposition,2024-04-20
MOV000988,ITM0155,ZONE-A,Retrieval,2025-04-04
MOV000989,ITM0146,ZONE-H,Reposition,2024-03-18
MOV000990,ITM0484,ZONE-J,Reposition,2025-03-09
MOV000991,ITM0086,ZONE-H,Retrieval,2025-01-14
MOV000992,ITM0019,ZONE-J,Retrieval,2025-03-15
MOV000993,ITM0268,ZONE-J,Retrieval,2024-12-04
MOV000994,ITM0332,ZONE-J,Retrieval,2025-02-27
MOV000995,ITM0042,ZONE-B,Restock,2024-06-17
MOV000996,ITM0394,ZONE-J,Restock,2024-09-18
MOV000997,ITM0431,ZONE-C,Retrieval,2024-08-16
MOV000998,ITM0398,ZONE-D,Restock,2024-06-09
MOV000999,ITM0400,ZONE-A,Retrieval,2025-03-02
MOV001000,ITM0437,ZONE-D,Retrieval,2024-05-01
MOV001001,ITM0305,ZONE-E,Reposition,2024-05-28
MOV001002,ITM0027,ZONE-C,Retrieval,2024-04-20
MOV001003,ITM0466,ZONE-J,Retrieval,2024-08-08
MOV001004,ITM0259,ZONE-B,Retrieval,2024-03-04
MOV001005,ITM0021,ZONE-F,Retrieval,2024-12-19
MOV001006,ITM0469,ZONE-H,Reposition,2025-04-18
MOV001007,ITM0374,ZONE-G,Retrieval,2025-04-29
MOV001008,ITM0100,ZONE-A,Reposition,2024-01-13
MOV001009,ITM0038,ZONE-D,Retrieval,2024-06-01
MOV001010,ITM0289,ZONE-C,Reposition,2024-08-26
MOV001011,ITM0352,ZONE-F,Restock,2024-07-08
MOV001012,ITM0299,ZONE-I,Reposition,2024-03-26
MOV001013,ITM0169,ZONE-I,Reposition,2024-01-21
MOV001014,ITM0295,ZONE-G,Retrieval,2024-11-14
MOV001015,ITM0352,ZONE-I,Reposition,2024-06-06
MOV001016,ITM0395,ZONE-H,Reposition,2025-04-25
MOV001017,ITM0129,ZONE-E,Retrieval,2024-03-16
MOV001018,ITM0155,ZONE-I,Restock,2024-11-24
MOV001019,ITM0073,ZONE-G,Restock,2025-02-19
MOV001020,ITM0341,ZONE-E,Restock,2024-07-21
MOV001021,ITM0464,ZONE-H,Reposition,2024-08-16
MOV001022,ITM0089,ZONE-G,Retrieval,2024-05-31
MOV001023,ITM0066,ZONE-I,Restock,2024-03-12
MOV001024,ITM0454,ZONE-J,Restock,2024-08-12
MOV001025,ITM0235,ZONE-A,Restock,2025-04-17
MOV001026,ITM0199,ZONE-I,Restock,2024-12-25
MOV001027,ITM0467,ZONE-G,Retrieval,2025-06-23
MOV001028,ITM0331,ZONE-A,Restock,2024-02-15
MOV001029,ITM0226,ZONE-A,Reposition,2024-01-01
MOV001030,ITM0464,ZONE-E,Reposition,2024-09-01
MOV001031,ITM0347,ZONE-H,Retrieval,2024-08-06
MOV001032,ITM0232,ZONE-I,Restock,2024-10-17
MOV001033,ITM0265,ZONE-F,Restock,2025-04-02
MOV001034,ITM0085,ZONE-J,Reposition,2024-07-22
MOV001035,ITM0101,ZONE-H,Retrieval,2024-07-20
MOV001036,ITM0440,ZONE-F,Reposition,2025-07-19
MOV001037,ITM0480,ZONE-F,Retrieval,2025-04-26
MOV001038,ITM0213,ZONE-D,Retrieval,2025-05-25
MOV001039,ITM0107,ZONE-E,Retrieval,2024-10-04
MOV001040,ITM0164,ZONE-B,Reposition,2024-01-16
MOV001041,ITM0460,ZONE-C,Retrieval,2025-06-08
MOV001042,ITM0090,ZONE-C,Reposition,2024-12-21
MOV001043,ITM0191,ZONE-E,Reposition,2024-12-21
MOV001044,ITM0334,ZONE-E,Restock,2024-03-18
MOV001045,ITM0085,ZONE-F,Reposition,2024-03-07
MOV001046,ITM0221,ZONE-E,Reposition,2024-08-01
MOV001047,ITM0362,ZONE-F,Restock,2025-03-24
MOV001048,ITM0423,ZONE-H,Restock,2025-03-08
MOV001049,ITM0100,ZONE-B,Restock,2025-06-28
MOV001050,ITM0225,ZONE-D,Retrieval,2024-04-24
MOV001051,ITM0363,ZONE-F,Retrieval,2025-02-23
MOV001052,ITM0059,ZONE-E,Restock,2025-05-13
MOV001053,ITM0481,ZONE-A,Retrieval,2025-01-14
MOV001054,ITM0249,ZONE-I,Restock,2024-05-22
MOV001055,ITM0047,ZONE-C,Retrieval,2024-01-24
MOV001056,ITM0116,ZONE-B,Reposition,2025-06-22
MOV001057,ITM0226,ZONE-I,Retrieval,2024-03-15
MOV001058,ITM0361,ZONE-G,Retrieval,2025-06-18
MOV001059,ITM0402,ZONE-E,Reposition,2024-02-10
MOV001060,ITM0455,ZONE-F,Restock,2025-07-21
MOV001061,ITM0486,ZONE-D,Retrieval,2025-02-16
MOV001062,ITM0032,ZONE-A,Retrieval,2025-02-18
MOV001063,ITM0043,ZONE-D,Reposition,2025-03-24
MOV001064,ITM0475,ZONE-I,Reposition,2025-03-11
MOV001065,ITM0164,ZONE-A,Reposition,2025-07-05
MOV001066,ITM0367,ZONE-J,Reposition,2024-08-26
MOV001067,ITM0344,ZONE-C,Restock,2024-02-11
MOV001068,ITM0291,ZONE-E,Retrieval,2024-01-10
MOV001069,ITM0336,ZONE-G,Retrieval,2024-09-21
MOV001070,ITM0343,ZONE-I,Retrieval,2025-03-20
MOV001071,ITM0404,ZONE-F,Retrieval,2024-05-18
MOV001072,ITM0385,ZONE-C,Restock,2024-07-14
MOV001073,ITM0286,ZONE-G,Retrieval,2024-03-14
MOV001074,ITM0363,ZONE-D,Restock,2024-08-12
MOV001075,ITM0224,ZONE-C,Restock,2024-04-11
MOV001076,ITM0285,ZONE-G,Reposition,2024-09-20
MOV001077,ITM0203,ZONE-G,Reposition,2024-06-09
MOV001078,ITM0171,ZONE-D,Retrieval,2024-08-20
MOV001079,ITM0011,ZONE-G,Restock,2025-05-05
MOV001080,ITM0306,ZONE-B,Reposition,2024-11-06
MOV001081,ITM0120,ZONE-A,Restock,2024-08-14
MOV001082,ITM0432,ZONE-B,Reposition,2024-09-29
MOV001083,ITM0243,ZONE-D,Restock,2024-11-12
MOV001084,ITM0151,ZONE-H,Retrieval,2024-03-26
MOV001085,ITM0151,ZONE-C,Retrieval,2024-10-17
MOV001086,ITM0187,ZONE-J,Restock,2025-04-13
MOV001087,ITM0394,ZONE-F,Reposition,2025-07-31
MOV001088,ITM0012,ZONE-F,Reposition,2025-02-07
MOV001089,ITM0090,ZONE-I,Retrieval,2025-03-02
MOV001090,ITM0199,ZONE-I,Retrieval,2025-01-09
MOV001091,ITM0073,ZONE-D,Retrieval,2025-07-20
MOV001092,ITM0255,ZONE-I,Reposition,2024-09-08
MOV001093,ITM0455,ZONE-F,Reposition,2025-06-16
MOV001094,ITM0447,ZONE-B,Retrieval,2024-11-02
MOV001095,ITM0275,ZONE-J,Restock,2025-03-05
MOV001096,ITM0327,ZONE-F,Reposition,2024-09-20
MOV001097,ITM0328,ZONE-B,Retrieval,2024-03-08
MOV001098,ITM0070,ZONE-H,Restock,2024-04-16
MOV001099,ITM0077,ZONE-D,Reposition,2025-02-03
MOV001100,ITM0283,ZONE-E,Restock,2024-07-17
MOV001101,ITM0129,ZONE-H,Restock,2024-07-10
MOV001102,ITM0376,ZONE-H,Reposition,2025-05-28
MOV001103,ITM0042,ZONE-F,Retrieval,2025-03-17
MOV001104,ITM0007,ZONE-D,Restock,2024-01-01
MOV001105,ITM0012,ZONE-A,Retrieval,2024-12-23
MOV001106,ITM0212,ZONE-G,Reposition,2024-04-24
MOV001107,ITM0110,ZONE-H,Restock,2024-07-15
MOV001108,ITM0475,ZONE-I,Restock,2024-09-30
MOV001109,ITM0290,ZONE-B,Restock,2024-06-08
MOV001110,ITM0022,ZONE-A,Restock,2024-06-21
MOV001111,ITM0301,ZONE-D,Restock,2025-06-28
MOV001112,ITM0253,ZONE-E,Reposition,2025-04-02
MOV001113,ITM0014,ZONE-J,Restock,2025-03-08
MOV001114,ITM0129,ZONE-A,Reposition,2025-04-25
MOV001115,ITM0060,ZONE-E,Retrieval,2025-03-30
MOV001116,ITM0114,ZONE-F,Reposition,2024-07-14
MOV001117,ITM0459,ZONE-C,Restock,2024-11-04
MOV001118,ITM0319,ZONE-G,Retrieval,2025-07-09
MOV001119,ITM0307,ZONE-F,Reposition,2025-05-08
MOV001120,ITM0419,ZONE-D,Reposition,2025-03-14
MOV001121,ITM0450,ZONE-C,Reposition,2024-12-24
MOV001122,ITM0324,ZONE-E,Restock,2024-02-05
MOV001123,ITM0066,ZONE-C,Restock,2024-02-03
MOV001124,ITM0248,ZONE-J,Reposition,2024-03-28
MOV001125,ITM0174,ZONE-I,Reposition,2024-01-16
MOV001126,ITM0338,ZONE-I,Retrieval,2025-02-24
MOV001127,ITM0001,ZONE-F,Restock,2025-07-06
MOV001128,ITM0171,ZONE-F,Restock,2024-05-05
MOV001129,ITM0484,ZONE-D,Retrieval,2024-01-08
MOV001130,ITM0447,ZONE-D,Reposition,2025-04-16
MOV001131,ITM0464,ZONE-B,Reposition,2025-04-12
MOV001132,ITM0333,ZONE-J,Retrieval,2025-05-24
MOV001133,ITM0283,ZONE-D,Reposition,2025-02-05
MOV001134,ITM0474,ZONE-H,Reposition,2024-06-24
MOV001135,ITM0053,ZONE-J,Retrieval,2025-01-01
MOV001136,ITM0457,ZONE-B,Retrieval,2025-05-02
MOV001137,ITM0066,ZONE-I,Retrieval,2024-01-18
MOV001138,ITM0419,ZONE-A,Reposition,2024-02-25
MOV001139,ITM0101,ZONE-B,Retrieval,2024-02-04
MOV001140,ITM0119,ZONE-B,Reposition,2025-07-26
MOV001141,ITM0190,ZONE-F,Restock,2024-12-12
MOV001142,ITM0408,ZONE-G,Restock,2024-02-01
MOV001143,ITM0469,ZONE-C,Retrieval,2024-05-12
MOV001144,ITM0303,ZONE-I,Reposition,2025-07-29
MOV001145,ITM0422,ZONE-E,Reposition,2024-07-17
MOV001146,ITM0046,ZONE-E,Reposition,2024-09-12
MOV001147,ITM0221,ZONE-D,Retrieval,2024-12-07
MOV001148,ITM0020,ZONE-I,Reposition,2024-08-18
MOV001149,ITM0157,ZONE-H,Reposition,2024-10-27
MOV001150,ITM0347,ZONE-D,Reposition,2025-06-30
MOV001151,ITM0158,ZONE-D,Restock,2024-01-26
MOV001152,ITM0376,ZONE-B,Reposition,2025-06-18
MOV001153,ITM0371,ZONE-I,Restock,2025-04-18
MOV001154,ITM0409,ZONE-C,Reposition,2025-01-21
MOV001155,ITM0234,ZONE-D,Reposition,2024-10-11
MOV001156,ITM0149,ZONE-G,Reposition,2025-03-25
MOV001157,ITM0404,ZONE-J,Restock,2024-11-15
MOV001158,ITM0256,ZONE-H,Reposition,2024-06-04
MOV001159,ITM0164,ZONE-H,Retrieval,2025-04-15
MOV001160,ITM0076,ZONE-D,Reposition,2025-02-23
MOV001161,ITM0084,ZONE-G,Restock,2024-04-22
MOV001162,ITM0045,ZONE-J,Restock,2025-02-25
MOV001163,ITM0392,ZONE-A,Retrieval,2024-10-11
MOV001164,ITM0400,ZONE-F,Retrieval,2025-07-25
MOV001165,ITM0046,ZONE-F,Retrieval,2024-02-23
MOV001166,ITM0212,ZONE-F,Restock,2024-11-20
MOV001167,ITM0478,ZONE-B,Reposition,2025-04-02
MOV001168,ITM0486,ZONE-H,Reposition,2024-09-21
MOV001169,ITM0058,ZONE-E,Retrieval,2025-01-16
MOV001170,ITM0053,ZONE-E,Retrieval,2024-07-31
MOV001171,ITM0341,ZONE-B,Reposition,2024-11-28
MOV001172,ITM0011,ZONE-D,Retrieval,2024-01-10
MOV001173,ITM0191,ZONE-I,Reposition,2024-12-23
MOV001174,ITM0005,ZONE-I,Reposition,2024-07-21
MOV001175,ITM0308,ZONE-F,Reposition,2024-02-27
MOV001176,ITM0143,ZONE-I,Reposition,2025-05-08
MOV001177,ITM0345,ZONE-D,Restock,2025-05-24
MOV001178,ITM0260,ZONE-A,Reposition,2024-08-10
MOV001179,ITM0072,ZONE-B,Retrieval,2025-01-03
MOV001180,ITM0173,ZONE-A,Retrieval,2025-02-21
MOV001181,ITM0231,ZONE-H,Retrieval,2025-06-30
MOV001182,ITM0269,ZONE-I,Retrieval,2024-04-12
MOV001183,ITM0427,ZONE-J,Restock,2024-06-09
MOV001184,ITM0446,ZONE-F,Reposition,2024-07-18
MOV001185,ITM0361,ZONE-B,Reposition,2024-06-08
MOV001186,ITM0221,ZONE-F,Retrieval,2024-05-15
MOV001187,ITM0051,ZONE-I,Retrieval,2025-02-01
MOV001188,ITM0115,ZONE-C,Retrieval,2025-01-26
MOV001189,ITM0025,ZONE-I,Reposition,2024-04-15
MOV001190,ITM0052,ZONE-B,Restock,2024-02-23
MOV001191,ITM0364,ZONE-E,Restock,2024-10-03
MOV001192,ITM0028,ZONE-B,Restock,2024-04-20
MOV001193,ITM0018,ZONE-G,Restock,2024-08-11
MOV001194,ITM0302,ZONE-J,Retrieval,2024-03-15
MOV001195,ITM0391,ZONE-I,Reposition,2025-05-20
MOV001196,ITM0278,ZONE-G,Retrieval,2024-01-14
MOV001197,ITM0116,ZONE-E,Restock,2025-04-26
MOV001198,ITM0105,ZONE-D,Retrieval,2024-07-07
MOV001199,ITM0418,ZONE-D,Restock,2024-12-29
MOV001200,ITM0478,ZONE-J,Reposition,2024-08-26
MOV001201,ITM0308,ZONE-H,Restock,2025-02-04
MOV001202,ITM0226,ZONE-J,Retrieval,2024-10-30
MOV001203,ITM0351,ZONE-J,Reposition,2024-03-31
MOV001204,ITM0185,ZONE-J,Restock,2025-01-26
MOV001205,ITM0260,ZONE-J,Restock,2024-07-02
MOV001206,ITM0015,ZONE-J,Reposition,2024-01-17
MOV001207,ITM0272,ZONE-A,Retrieval,2024-01-12
MOV001208,ITM0159,ZONE-E,Reposition,2024-06-14
MOV001209,ITM0357,ZONE-B,Retrieval,2024-05-25
MOV001210,ITM0249,ZONE-I,Restock,2024-10-08
MOV001211,ITM0223,ZONE-G,Restock,2025-07-02
MOV001212,ITM0255,ZONE-J,Reposition,2024-06-17
MOV001213,ITM0179,ZONE-H,Restock,2024-06-18
MOV001214,ITM0019,ZONE-F,Reposition,2024-12-11
MOV001215,ITM0111,ZONE-I,Restock,2025-05-13
MOV001216,ITM0119,ZONE-F,Restock,2025-04-04
MOV001217,ITM0193,ZONE-G,Retrieval,2024-10-23
MOV001218,ITM0467,ZONE-G,Reposition,2024-05-21
MOV001219,ITM0110,ZONE-I,Reposition,2024-02-22
MOV001220,ITM0209,ZONE-H,Restock,2024-04-27
MOV001221,ITM0000,ZONE-A,Retrieval,2024-12-30
MOV001222,ITM0057,ZONE-D,Retrieval,2024-05-15
MOV001223,ITM0092,ZONE-G,Reposition,2025-02-17
MOV001224,ITM0220,ZONE-H,Reposition,2024-03-17
MOV001225,ITM0210,ZONE-G,Restock,2025-07-10
MOV001226,ITM0427,ZONE-C,Reposition,2024-01-18
MOV001227,ITM0231,ZONE-D,Restock,2025-02-06
MOV001228,ITM0261,ZONE-G,Retrieval,2024-07-23
MOV001229,ITM0363,ZONE-H,Reposition,2025-05-13
MOV001230,ITM0102,ZONE-G,Retrieval,2024-11-19
MOV001231,ITM0049,ZONE-F,Retrieval,2025-07-15
MOV001232,ITM0373,ZONE-I,Restock,2024-10-07
MOV001233,ITM0109,ZONE-I,Retrieval,2024-06-14
MOV001234,ITM0455,ZONE-G,Restock,2024-08-30
MOV001235,ITM0087,ZONE-H,Restock,2025-04-23
MOV001236,ITM0019,ZONE-F,Retrieval,2024-06-12
MOV001237,ITM0013,ZONE-A,Retrieval,2024-11-19
MOV001238,ITM0132,ZONE-A,Restock,2025-07-21
MOV001239,ITM0424,ZONE-F,Restock,2025-07-04
MOV001240,ITM0295,ZONE-B,Retrieval,2024-07-26
MOV001241,ITM0033,ZONE-H,Restock,2024-11-10
MOV001242,ITM0379,ZONE-A,Restock,2024-10-30
MOV001243,ITM0207,ZONE-B,Reposition,2024-08-26
MOV001244,ITM0300,ZONE-H,Reposition,2024-08-11
MOV001245,ITM0198,ZONE-F,Reposition,2024-03-28
MOV001246,ITM0079,ZONE-J,Reposition,2025-06-20
MOV001247,ITM0070,ZONE-B,Reposition,2025-03-04
MOV001248,ITM0154,ZONE-B,Restock,2024-08-07
MOV001249,ITM0077,ZONE-G,Restock,2024-10-01
MOV001250,ITM0077,ZONE-E,Reposition,2024-03-06
MOV001251,ITM0171,ZONE-E,Retrieval,2025-02-26
MOV001252,ITM0288,ZONE-H,Reposition,2024-09-11
MOV001253,ITM0032,ZONE-G,Retrieval,2024-05-04
MOV001254,ITM0299,ZONE-I,Restock,2024-05-25
MOV001255,ITM0275,ZONE-D,Retrieval,2025-01-19
MOV001256,ITM0366,ZONE-J,Restock,2025-03-22
MOV001257,ITM0419,ZONE-D,Retrieval,2025-01-21
MOV001258,ITM0006,ZONE-B,Restock,2025-01-17
MOV001259,ITM0159,ZONE-C,Restock,2024-10-03
MOV001260,ITM0239,ZONE-A,Reposition,2025-01-16
MOV001261,ITM0450,ZONE-A,Restock,2024-05-03
MOV001262,ITM0422,ZONE-G,Reposition,2024-09-23
MOV001263,ITM0476,ZONE-E,Reposition,2024-04-20
MOV001264,ITM0023,ZONE-C,Reposition,2025-01-15
MOV001265,ITM0213,ZONE-G,Retrieval,2024-06-06
MOV001266,ITM0069,ZONE-B,Retrieval,2025-07-01
MOV001267,ITM0367,ZONE-C,Restock,2024-04-27
MOV001268,ITM0215,ZONE-A,Reposition,2024-11-23
MOV001269,ITM0103,ZONE-H,Reposition,2024-03-08
MOV001270,ITM0214,ZONE-B,Restock,2025-03-09
MOV001271,ITM0053,ZONE-G,Reposition,2024-12-24
MOV001272,ITM0293,ZONE-I,Restock,2025-03-18
MOV001273,ITM0329,ZONE-F,Reposition,2024-06-12
MOV001274,ITM0335,ZONE-B,Retrieval,2024-12-26
MOV001275,ITM0202,ZONE-B,Restock,2024-04-28
MOV001276,ITM0287,ZONE-I,Restock,2024-07-13
MOV001277,ITM0044,ZONE-J,Retrieval,2024-08-28
MOV001278,ITM0316,ZONE-H,Restock,2025-05-23
MOV001279,ITM0197,ZONE-I,Retrieval,2025-07-18
MOV001280,ITM0215,ZONE-D,Reposition,2024-05-21
MOV001281,ITM0480,ZONE-D,Retrieval,2024-01-31
MOV001282,ITM0308,ZONE-B,Retrieval,2024-08-10
MOV001283,ITM0383,ZONE-J,Restock,2024-09-22
MOV001284,ITM0434,ZONE-A,Reposition,2024-10-08
MOV001285,ITM0331,ZONE-J,Retrieval,2025-01-15
MOV001286,ITM0183,ZONE-D,Reposition,2025-07-09
MOV001287,ITM0026,ZONE-J,Retrieval,2024-03-02
MOV001288,ITM0165,ZONE-J,Restock,2025-06-04
MOV001289,ITM0317,ZONE-H,Retrieval,2024-03-11
MOV001290,ITM0273,ZONE-B,Retrieval,2025-06-19
MOV001291,ITM0382,ZONE-H,Reposition,2024-05-19
MOV001292,ITM0364,ZONE-A,Retrieval,2024-11-11
MOV001293,ITM0102,ZONE-A,Restock,2024-12-05
MOV001294,ITM0447,ZONE-D,Restock,2025-06-11
MOV001295,ITM0332,ZONE-G,Retrieval,2025-06-24
MOV001296,ITM0372,ZONE-I,Retrieval,2025-02-19
MOV001297,ITM0103,ZONE-E,Reposition,2025-04-11
MOV001298,ITM0413,ZONE-B,Reposition,2025-01-09
MOV001299,ITM0244,ZONE-G,Restock,2024-10-17
MOV001300,ITM0304,ZONE-B,Reposition,2024-02-12
MOV001301,ITM0168,ZONE-I,Retrieval,2024-02-22
MOV001302,ITM0115,ZONE-I,Restock,2024-08-19
MOV001303,ITM0140,ZONE-C,Reposition,2024-07-30
MOV001304,ITM0417,ZONE-H,Restock,2024-01-08
MOV001305,ITM0355,ZONE-D,Retrieval,2025-04-27
MOV001306,ITM0477,ZONE-C,Reposition,2024-02-11
MOV001307,ITM0124,ZONE-A,Retrieval,2024-11-28
MOV001308,ITM0024,ZONE-E,Retrieval,2024-08-20
MOV001309,ITM0193,ZONE-D,Restock,2024-03-10
MOV001310,ITM0383,ZONE-A,Restock,2024-01-16
MOV001311,ITM0099,ZONE-J,Restock,2024-03-09
MOV001312,ITM0401,ZONE-H,Reposition,2024-02-22
MOV001313,ITM0004,ZONE-H,Reposition,2025-01-13
MOV001314,ITM0018,ZONE-H,Restock,2025-04-07
MOV001315,ITM0169,ZONE-C,Reposition,2025-06-10
MOV001316,ITM0273,ZONE-F,Reposition,2024-03-03
MOV001317,ITM0253,ZONE-G,Restock,2024-09-17
MOV001318,ITM0120,ZONE-I,Retrieval,2025-05-14
MOV001319,ITM0031,ZONE-E,Reposition,2024-04-30
MOV001320,ITM0148,ZONE-I,Reposition,2024-08-27
MOV001321,ITM0265,ZONE-F,Retrieval,2025-04-09
MOV001322,ITM0036,ZONE-J,Retrieval,2024-04-16
MOV001323,ITM0176,ZONE-J,Retrieval,2024-06-28
MOV001324,ITM0341,ZONE-J,Restock,2024-01-16
MOV001325,ITM0012,ZONE-D,Retrieval,2024-12-20
MOV001326,ITM0182,ZONE-A,Restock,2024-11-04
MOV001327,ITM0144,ZONE-A,Retrieval,2024-06-29
MOV001328,ITM0264,ZONE-J,Retrieval,2024-06-22
MOV001329,ITM0087,ZONE-E,Restock,2024-12-19
MOV001330,ITM0427,ZONE-C,Restock,2024-12-19
MOV001331,ITM0461,ZONE-E,Retrieval,2024-08-06
MOV001332,ITM0045,ZONE-E,Retrieval,2024-11-10
MOV001333,ITM0391,ZONE-A,Retrieval,2025-03-09
MOV001334,ITM0118,ZONE-H,Reposition,2024-10-08
MOV001335,ITM0420,ZONE-E,Retrieval,2024-09-15
MOV001336,ITM0018,ZONE-E,Restock,2025-07-12
MOV001337,ITM0446,ZONE-I,Reposition,2024-01-05
MOV001338,ITM0219,ZONE-H,Restock,2025-07-27
MOV001339,ITM0429,ZONE-A,Reposition,2025-01-28
MOV001340,ITM0232,ZONE-C,Reposition,2024-12-01
MOV001341,ITM0093,ZONE-G,Restock,2024-03-03
MOV001342,ITM0454,ZONE-A,Reposition,2024-02-13
MOV001343,ITM0250,ZONE-A,Restock,2024-06-01
MOV001344,ITM0249,ZONE-E,Retrieval,2024-06-04
MOV001345,ITM0281,ZONE-I,Reposition,2025-04-22
MOV001346,ITM0231,ZONE-F,Restock,2024-10-01
MOV001347,ITM0045,ZONE-J,Reposition,2024-12-23
MOV001348,ITM0373,ZONE-B,Restock,2025-03-01
MOV001349,ITM0045,ZONE-I,Retrieval,2025-06-15
